tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_volume	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
16tr031q:LP-DIR-T18	16tr031q:LP-DIR-T	16tr031q		162.0	-27.5	0	0	0	0	18	942.0	0.002121	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	2.121e-08	3.373e-10	6.178e-10	4.793999999999999e-10	16tr031q	16tr031	unknown
16tr031q:LP-DIR-T19	16tr031q:LP-DIR-T	16tr031q		158.0	-21.2	0	0	0	0	19	945.0	0.003801	This study	2G	LT-T-Z:LP-DIR-T	g	18	u	4.0	273.0			pmagpy-3.18.0	3.801e-08	3.3710000000000006e-10	8.06e-10	1.051e-09	16tr031q	16tr031	unknown
16tr031q:LP-DIR-T20	16tr031q:LP-DIR-T	16tr031q		153.1	-18.9	0	0	0	0	20	948.0	0.003857	This study	2G	LT-T-Z:LP-DIR-T	g	19	u	4.0	273.0			pmagpy-3.18.0	3.857e-08	3.088e-10	6.731000000000001e-10	1.064e-09	16tr031q	16tr031	unknown
16tr031q:LP-DIR-T21	16tr031q:LP-DIR-T	16tr031q		169.7	-22.7	0	0	0	0	21	951.0	0.004085	This study	2G	LT-T-Z:LP-DIR-T	g	20	u	4.0	273.0			pmagpy-3.18.0	4.085e-08	3.549e-10	8.852999999999998e-10	1.211e-09	16tr031q	16tr031	unknown
16tr031q:LP-DIR-T22	16tr031q:LP-DIR-T	16tr031q		131.8	-18.8	0	0	0	0	22	954.0	0.003575	This study	2G	LT-T-Z:LP-DIR-T	g	21	u	4.0	273.0			pmagpy-3.18.0	3.575e-08	4.747e-10	9.488e-10	1.113e-09	16tr031q	16tr031	unknown
16tr031q:LP-DIR-T23	16tr031q:LP-DIR-T	16tr031q		121.0	-15.8	0	0	0	0	23	957.0	0.00334	This study	2G	LT-T-Z:LP-DIR-T	g	22	u	4.0	273.0			pmagpy-3.18.0	3.34e-08	6.090000000000001e-10	8.306000000000001e-10	9.138e-10	16tr031q	16tr031	unknown
16tr031q:LP-DIR-T24	16tr031q:LP-DIR-T	16tr031q		95.0	-8.0	0	0	0	0	24	960.0	0.001961	This study	2G	LT-T-Z:LP-DIR-T	g	23	u	4.0	273.0			pmagpy-3.18.0	1.961e-08	5.558e-10	8.906e-10	4.5e-10	16tr031q	16tr031	unknown
16tr031q:LP-DIR-T25	16tr031q:LP-DIR-T	16tr031q		85.2	0.5	0	0	0	0	25	963.0	0.002541	This study	2G	LT-T-Z:LP-DIR-T	g	24	u	4.0	273.0			pmagpy-3.18.0	2.541e-08	8.706e-10	1.056e-09	4.900000000000001e-10	16tr031q	16tr031	unknown
16tr031s:LP-DIR-T1	16tr031s:LP-DIR-T	16tr031s		123.3	19.8	0	0	0	0	1	273.0	0.004351	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	4.351e-08	6.535000000000001e-10	5.977999999999999e-10	1.041e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T2	16tr031s:LP-DIR-T	16tr031s		120.1	12.1	0	0	0	0	2	353.0	0.003961999999999999	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	3.962e-08	5.5e-10	4.405e-10	1.172e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T3	16tr031s:LP-DIR-T	16tr031s		119.3	12.1	0	0	0	0	3	473.0	0.003905	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	3.905e-08	6.329e-10	4.666e-10	1.267e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T4	16tr031s:LP-DIR-T	16tr031s		119.8	13.3	0	0	0	0	4	573.0	0.003909	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	3.909e-08	6.174e-10	4.478e-10	1.116e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T5	16tr031s:LP-DIR-T	16tr031s		116.3	12.3	0	0	0	0	5	673.0	0.003841	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	3.841e-08	6.277e-10	3.828e-10	1.05e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T6	16tr031s:LP-DIR-T	16tr031s		118.0	10.9	0	0	0	0	6	773.0	0.003732	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	3.732e-08	6.556000000000001e-10	3.834e-10	1.088e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T7	16tr031s:LP-DIR-T	16tr031s		118.0	7.8	0	0	0	0	7	823.0	0.003688	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	3.688e-08	6.583e-10	3.676e-10	1.025e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T8	16tr031s:LP-DIR-T	16tr031s		112.7	8.4	0	0	0	0	8	848.0	0.003613	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	3.613e-08	6.569999999999999e-10	3.82e-10	1.086e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T9	16tr031s:LP-DIR-T	16tr031s		111.4	8.7	0	0	0	0	9	873.0	0.003501	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	3.501e-08	6.281e-10	3.2330000000000006e-10	1.094e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T10	16tr031s:LP-DIR-T	16tr031s		111.7	6.7	0	0	0	0	10	888.0	0.003457	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	3.457e-08	6.442e-10	3.903e-10	1.054e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T11	16tr031s:LP-DIR-T	16tr031s		110.0	10.9	0	0	0	0	11	903.0	0.003376	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	3.3760000000000006e-08	6.027e-10	3.68e-10	1e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T12	16tr031s:LP-DIR-T	16tr031s		107.9	8.4	0	0	0	0	12	913.0	0.003281	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	3.281e-08	5.828e-10	3.743e-10	1.006e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T13	16tr031s:LP-DIR-T	16tr031s		108.5	8.5	0	0	0	0	13	923.0	0.003212	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	3.212e-08	5.758999999999999e-10	4.362e-10	8.432e-10	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T14	16tr031s:LP-DIR-T	16tr031s		106.2	7.6	0	0	0	0	14	930.0	0.003536	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	3.536e-08	6.317e-10	5.154e-10	8.323999999999999e-10	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T15	16tr031s:LP-DIR-T	16tr031s		113.4	4.8	0	0	0	0	15	933.0	0.002782	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	2.782e-08	4.981e-10	5.351e-10	6.802999999999999e-10	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T16	16tr031s:LP-DIR-T	16tr031s	2.6	103.5	5.8	0	0	0	0	16	936.0	0.003795	This study	2G	LT-T-Z:DE-VM:LP-DIR-T	g	15	u	2.0	273.0		average of multiple measurements	pmagpy-3.18.0	3.843e-08	8.177999999999999e-10	5.704999999999999e-10	1.097e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T17	16tr031s:LP-DIR-T	16tr031s		113.9	5.3	0	0	0	0	17	939.0	0.003551	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	3.551e-08	6.657000000000001e-10	6.744e-10	9.34e-10	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T18	16tr031s:LP-DIR-T	16tr031s		97.3	5.3	0	0	0	0	18	942.0	0.00214	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	2.14e-08	5.343999999999999e-10	6.731000000000001e-10	5.437e-10	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T19	16tr031s:LP-DIR-T	16tr031s		119.3	3.0	0	0	0	0	19	945.0	0.0035280000000000008	This study	2G	LT-T-Z:LP-DIR-T	g	18	u	4.0	273.0			pmagpy-3.18.0	3.528e-08	6.801000000000001e-10	8.158e-10	1.061e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T20	16tr031s:LP-DIR-T	16tr031s		89.3	1.7	0	0	0	0	20	948.0	0.003261	This study	2G	LT-T-Z:LP-DIR-T	g	19	u	4.0	273.0			pmagpy-3.18.0	3.261e-08	6.879000000000001e-10	7.568999999999999e-10	6.774e-10	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T21	16tr031s:LP-DIR-T	16tr031s		106.7	0.8	0	0	0	0	21	951.0	0.004313	This study	2G	LT-T-Z:LP-DIR-T	g	20	u	4.0	273.0			pmagpy-3.18.0	4.313e-08	8.286e-10	8.792e-10	1.137e-09	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T22	16tr031s:LP-DIR-T	16tr031s		85.2	-0.3	0	0	0	0	22	954.0	0.002979	This study	2G	LT-T-Z:LP-DIR-T	g	21	u	4.0	273.0			pmagpy-3.18.0	2.979e-08	8.756e-10	8.018000000000001e-10	7.875e-10	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T23	16tr031s:LP-DIR-T	16tr031s		152.3	-1.7	0	0	0	0	23	957.0	0.0017739999999999995	This study	2G	LT-T-Z:LP-DIR-T	g	22	u	4.0	273.0			pmagpy-3.18.0	1.774e-08	6.55e-10	1.094e-09	4.847e-10	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T24	16tr031s:LP-DIR-T	16tr031s		91.3	3.7	0	0	0	0	24	960.0	0.002153	This study	2G	LT-T-Z:LP-DIR-T	g	23	u	4.0	273.0			pmagpy-3.18.0	2.153e-08	6.907999999999999e-10	1.038e-09	4.754e-10	16tr031s	16tr031	unknown
16tr031s:LP-DIR-T25	16tr031s:LP-DIR-T	16tr031s		95.9	0.1	0	0	0	0	25	963.0	0.002585	This study	2G	LT-T-Z:LP-DIR-T	g	24	u	4.0	273.0			pmagpy-3.18.0	2.585e-08	7.102999999999999e-10	1.112e-09	5.456000000000001e-10	16tr031s	16tr031	unknown
16tr031u:LP-DIR-T1	16tr031u:LP-DIR-T	16tr031u		124.3	76.9	0	0	0	0	1	273.0	0.004359	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	4.359e-08	1.493e-09	1.261e-09	3.148e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T2	16tr031u:LP-DIR-T	16tr031u		123.4	78.9	0	0	0	0	2	353.0	0.003743	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	3.7430000000000005e-08	1.4810000000000002e-09	1.156e-09	2.284e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T3	16tr031u:LP-DIR-T	16tr031u		136.8	79.1	0	0	0	0	3	473.0	0.003591	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	3.591e-08	1.693e-09	1.278e-09	2.077e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T4	16tr031u:LP-DIR-T	16tr031u		135.0	80.9	0	0	0	0	4	573.0	0.003566	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	3.566e-08	1.324e-09	1.158e-09	1.908e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T5	16tr031u:LP-DIR-T	16tr031u		121.7	81.7	0	0	0	0	5	673.0	0.003386	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	3.386e-08	1.275e-09	1.137e-09	2.087e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T6	16tr031u:LP-DIR-T	16tr031u		127.6	79.5	0	0	0	0	6	773.0	0.00328	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	3.28e-08	1.19e-09	9.578e-10	1.652e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T7	16tr031u:LP-DIR-T	16tr031u		127.4	81.0	0	0	0	0	7	823.0	0.003131	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	3.131e-08	1.239e-09	9.762e-10	1.5580000000000002e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T8	16tr031u:LP-DIR-T	16tr031u		122.4	82.4	0	0	0	0	8	848.0	0.003041	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	3.0410000000000006e-08	1.285e-09	1.033e-09	1.121e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T9	16tr031u:LP-DIR-T	16tr031u		116.0	82.5	0	0	0	0	9	873.0	0.002944	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	2.944e-08	1.114e-09	1.027e-09	1.503e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T10	16tr031u:LP-DIR-T	16tr031u		118.7	83.3	0	0	0	0	10	888.0	0.0028190000000000003	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	2.819e-08	1.214e-09	1.005e-09	1.287e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T11	16tr031u:LP-DIR-T	16tr031u		132.3	85.0	0	0	0	0	11	903.0	0.002727	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	2.727e-08	9.793e-10	1.028e-09	1.845e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T12	16tr031u:LP-DIR-T	16tr031u		136.5	83.4	0	0	0	0	12	913.0	0.002639	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	2.639e-08	1.088e-09	9.996e-10	1.661e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T13	16tr031u:LP-DIR-T	16tr031u		125.2	79.8	0	0	0	0	13	923.0	0.002586	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	2.5860000000000005e-08	1.061e-09	9.98e-10	1.169e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T14	16tr031u:LP-DIR-T	16tr031u		157.6	76.5	0	0	0	0	14	930.0	0.002629	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	2.629e-08	1.18e-09	1.116e-09	1.353e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T15	16tr031u:LP-DIR-T	16tr031u		109.6	68.1	0	0	0	0	15	933.0	0.002772	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	2.772e-08	1.046e-09	1.068e-09	2.5480000000000004e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T16	16tr031u:LP-DIR-T	16tr031u		114.8	62.9	0	0	0	0	16	936.0	0.002749	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	2.749e-08	1.214e-09	1.216e-09	3.82e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T17	16tr031u:LP-DIR-T	16tr031u		107.8	58.1	0	0	0	0	17	939.0	0.002805	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	2.8050000000000006e-08	1.258e-09	1.235e-09	4.362e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T18	16tr031u:LP-DIR-T	16tr031u		85.5	51.8	0	0	0	0	18	942.0	0.003048	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	3.048e-08	1.2640000000000002e-09	1.318e-09	5.685e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T19	16tr031u:LP-DIR-T	16tr031u		5.5	55.4	0	0	0	0	19	945.0	0.003017	This study	2G	LT-T-Z:LP-DIR-T	g	18	u	4.0	273.0			pmagpy-3.18.0	3.017e-08	1.23e-09	1.327e-09	4.087e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T20	16tr031u:LP-DIR-T	16tr031u		86.5	40.0	0	0	0	0	20	948.0	0.003063	This study	2G	LT-T-Z:LP-DIR-T	g	19	u	4.0	273.0			pmagpy-3.18.0	3.0630000000000004e-08	1.326e-09	4.498e-09	5.982000000000001e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T21	16tr031u:LP-DIR-T	16tr031u		127.8	21.6	0	0	0	0	21	951.0	0.003046	This study	2G	LT-T-Z:LP-DIR-T	g	20	u	4.0	273.0			pmagpy-3.18.0	3.046e-08	1.205e-09	1.418e-09	7.775e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T22	16tr031u:LP-DIR-T	16tr031u		42.0	14.7	0	0	0	0	22	954.0	0.00297	This study	2G	LT-T-Z:LP-DIR-T	g	21	u	4.0	273.0			pmagpy-3.18.0	2.97e-08	1.261e-09	1.206e-09	6.905e-10	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T23	16tr031u:LP-DIR-T	16tr031u		113.8	0.5	0	0	0	0	23	957.0	0.003599	This study	2G	LT-T-Z:LP-DIR-T	g	22	u	4.0	273.0			pmagpy-3.18.0	3.599e-08	9.698e-10	1.245e-09	1.014e-09	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T24	16tr031u:LP-DIR-T	16tr031u		123.5	-3.3	0	0	0	0	24	960.0	0.003735	This study	2G	LT-T-Z:LP-DIR-T	g	23	u	4.0	273.0			pmagpy-3.18.0	3.735e-08	1.019e-09	1.319e-09	1.065e-09	16tr031u	16tr031	unknown
16tr031u:LP-DIR-T25	16tr031u:LP-DIR-T	16tr031u		81.2	2.9	0	0	0	0	25	963.0	0.004514	This study	2G	LT-T-Z:LP-DIR-T	g	24	u	4.0	273.0			pmagpy-3.18.0	4.5139999999999986e-08	1.092e-09	1.487e-09	1.073e-09	16tr031u	16tr031	unknown
16tr031v:LP-DIR-T1	16tr031v:LP-DIR-T	16tr031v		299.7	79.0	0	0	0	0	1	273.0	0.004841	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	4.841e-08	1.514e-09	1.344e-09	1.692e-09	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T2	16tr031v:LP-DIR-T	16tr031v		300.6	72.1	0	0	0	0	2	353.0	0.004536999999999999	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	4.537e-08	1.547e-09	1.055e-09	5.373999999999999e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T3	16tr031v:LP-DIR-T	16tr031v		299.5	66.9	0	0	0	0	3	473.0	0.004357	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	4.357e-08	1.512e-09	1.1199999999999999e-09	7.568e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T4	16tr031v:LP-DIR-T	16tr031v		299.8	64.0	0	0	0	0	4	573.0	0.004376	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	4.376e-08	1.292e-09	1.018e-09	6.348999999999999e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T5	16tr031v:LP-DIR-T	16tr031v		300.2	61.0	0	0	0	0	5	673.0	0.004194	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	4.194e-08	1.22e-09	1.105e-09	6.515e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T6	16tr031v:LP-DIR-T	16tr031v		306.8	62.2	0	0	0	0	6	773.0	0.004207	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	4.207e-08	1.179e-09	8.192e-10	6.539e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T7	16tr031v:LP-DIR-T	16tr031v		306.0	59.5	0	0	0	0	7	823.0	0.004045	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	4.045e-08	1.324e-09	9.09e-10	7.902e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T8	16tr031v:LP-DIR-T	16tr031v		301.6	57.5	0	0	0	0	8	848.0	0.004078	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	4.0780000000000005e-08	1.165e-09	7.375e-10	7.630000000000001e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T9	16tr031v:LP-DIR-T	16tr031v		297.5	55.5	0	0	0	0	9	873.0	0.003833	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	3.833e-08	1.329e-09	1.043e-09	8.652e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T10	16tr031v:LP-DIR-T	16tr031v	53.2	319.9	35.2	0	0	0	0	10	888.0	0.0019760000000000003	This study	2G	LT-T-Z:DE-VM:LP-DIR-T	g	9	u	2.0	273.0		average of multiple measurements	pmagpy-3.18.0	2.381e-08	2.458e-10	3.911e-10	5.569e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T11	16tr031v:LP-DIR-T	16tr031v		296.0	51.2	0	0	0	0	11	903.0	0.003671	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	3.671e-08	1.231e-09	1.224e-09	7.954e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T12	16tr031v:LP-DIR-T	16tr031v		294.4	52.4	0	0	0	0	12	913.0	0.0037	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	3.7e-08	1.156e-09	9.316e-10	6.788999999999999e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T13	16tr031v:LP-DIR-T	16tr031v		294.7	47.1	0	0	0	0	13	923.0	0.003831	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	3.831e-08	1.158e-09	8.136000000000001e-10	7.063e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T14	16tr031v:LP-DIR-T	16tr031v		290.7	53.7	0	0	0	0	14	930.0	0.003518	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	3.518e-08	1.035e-09	7.904e-10	4.288e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T15	16tr031v:LP-DIR-T	16tr031v		285.2	54.4	0	0	0	0	15	933.0	0.003288	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	3.288e-08	1.072e-09	8.06e-10	3.949e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T16	16tr031v:LP-DIR-T	16tr031v		277.9	51.1	0	0	0	0	16	936.0	0.003189	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	3.189e-08	1.379e-09	1.143e-09	6.054e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T17	16tr031v:LP-DIR-T	16tr031v		279.3	46.5	0	0	0	0	17	939.0	0.003533	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	3.533e-08	1.306e-09	1.165e-09	6.063e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T18	16tr031v:LP-DIR-T	16tr031v		303.0	47.7	0	0	0	0	18	942.0	0.003633	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	3.633e-08	1.34e-09	1.115e-09	7.75e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T19	16tr031v:LP-DIR-T	16tr031v		288.5	37.0	0	0	0	0	19	945.0	0.003554	This study	2G	LT-T-Z:LP-DIR-T	g	18	u	4.0	273.0			pmagpy-3.18.0	3.554e-08	1.189e-09	9.365e-10	6.948999999999999e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T20	16tr031v:LP-DIR-T	16tr031v		282.3	62.7	0	0	0	0	20	948.0	0.002058	This study	2G	LT-T-Z:LP-DIR-T	g	19	u	4.0	273.0			pmagpy-3.18.0	2.0580000000000003e-08	1.029e-09	8.939e-10	1.554e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T21	16tr031v:LP-DIR-T	16tr031v		196.4	68.6	0	0	0	0	21	951.0	0.0007201000000000001	This study	2G	LT-T-Z:LP-DIR-T	g	20	u	4.0	273.0			pmagpy-3.18.0	7.201e-09	9.009e-10	8.08e-10	1.332e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T22	16tr031v:LP-DIR-T	16tr031v		314.8	16.2	0	0	0	0	22	954.0	0.0007994	This study	2G	LT-T-Z:LP-DIR-T	g	21	u	4.0	273.0			pmagpy-3.18.0	7.994e-09	8.868999999999998e-10	6.610000000000001e-10	2.084e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T23	16tr031v:LP-DIR-T	16tr031v		125.6	-3.0	0	0	0	0	23	957.0	0.0008445999999999999	This study	2G	LT-T-Z:LP-DIR-T	g	22	u	4.0	273.0			pmagpy-3.18.0	8.446e-09	5.075000000000001e-10	6.457000000000001e-10	2.6610000000000004e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T24	16tr031v:LP-DIR-T	16tr031v		262.1	-8.9	0	0	0	0	24	960.0	0.0008603999999999999	This study	2G	LT-T-Z:LP-DIR-T	g	23	u	4.0	273.0			pmagpy-3.18.0	8.604e-09	5.784e-10	5.815e-10	1.823e-10	16tr031v	16tr031	unknown
16tr031v:LP-DIR-T25	16tr031v:LP-DIR-T	16tr031v		128.0	-7.9	0	0	0	0	25	963.0	0.001023	This study	2G	LT-T-Z:LP-DIR-T	g	24	u	4.0	273.0			pmagpy-3.18.0	1.023e-08	4.94e-10	6.617000000000001e-10	3.0330000000000003e-10	16tr031v	16tr031	unknown
16tr031y:LP-DIR-T1	16tr031y:LP-DIR-T	16tr031y		347.4	81.7	0	0	0	0	1	273.0	0.00625	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	6.25e-08	2.226e-09	1.756e-09	5.37e-10	16tr031y	16tr031	unknown
16tr031y:LP-DIR-T2	16tr031y:LP-DIR-T	16tr031y		2.7	86.2	0	0	0	0	2	353.0	0.005599	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	5.599e-08	2.464e-09	1.769e-09	3.5019999999999994e-10	16tr031y	16tr031	unknown
16tr031y:LP-DIR-T3	16tr031y:LP-DIR-T	16tr031y		10.6	86.2	0	0	0	0	3	473.0	0.005614	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	5.614e-08	2.171e-09	1.682e-09	3.645e-10	16tr031y	16tr031	unknown
