tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-08-17 11:56:57	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T15	1.5	58.0	None	g	-40.1	6.32e-08	15	8	1.09e-09	8.490000000000002e-10	9.1e-10	u	273	0	0	0.0	0.0	838.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-08-17 21:13:07	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T16	1.5	57.5	None	g	-40.2	6.34e-08	16	8	1.15e-09	9.88e-10	9.36e-10	u	273	0	0	0.0	0.0	843.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-08-18 16:51:28	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T17	1.5	58.2	None	g	-40.4	6.34e-08	17	8	1.16e-09	9.62e-10	8.55e-10	u	273	0	0	0.0	0.0	848.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-08-21 13:53:16	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T18	1.5	56.9	None	g	-40.6	6.34e-08	18	8	1.13e-09	1.0300000000000002e-09	8.91e-10	u	273	0	0	0.0	0.0	853.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-08-22 12:56:11	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T19	1.4	56.9	None	g	-40.9	6.33e-08	19	8	1.0400000000000001e-09	9.77e-10	8.490000000000002e-10	u	273	0	0	0.0	0.0	873.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-08-23 11:56:45	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T20	1.7	57.1	None	g	-41.2	6.32e-08	20	8	1.4099999999999999e-09	1.09e-09	8.54e-10	u	273	0	0	0.0	0.0	893.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-08-24 08:28:17	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T21	1.8	57.8	None	g	-41.3	6.32e-08	21	8	1.36e-09	1.35e-09	8.77e-10	u	273	0	0	0.0	0.0	903.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-08-24 16:37:51	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T22	1.5	57.3	None	g	-41.4	6.32e-08	22	8	1.1e-09	1.02e-09	8.87e-10	u	273	0	0	0.0	0.0	913.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-08-25 14:41:19	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T23	1.5	59.9	None	g	-41.6	6.34e-08	23	8	1.0400000000000001e-09	1.13e-09	8.41e-10	u	273	0	0	0.0	0.0	918.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-08-29 15:56:18	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T24	1.7	60.0	None	g	-42.0	6.37e-08	24	8	1.1699999999999999e-09	1.4000000000000001e-09	8.690000000000002e-10	u	273	0	0	0.0	0.0	923.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-01 16:00:52	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T25	1.8	59.0	None	g	-42.9	6.39e-08	25	8	1.24e-09	1.3e-09	1.23e-09	u	273	0	0	0.0	0.0	928.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-08 18:23:24	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T26	1.9	59.8	None	g	-43.3	6.21e-08	26	8	1.51e-09	1.4099999999999999e-09	7.83e-10	u	273	0	0	0.0	0.0	933.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-12 14:56:35	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T27	2.1	59.4	None	g	-44.8	4.5700000000000006e-08	27	8	1.1199999999999999e-09	1.11e-09	7.52e-10	u	273	0	0	0.0	0.0	938.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-12 16:39:31	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T28	69.2	358.6	None	b	-0.3	1.66e-08	28	8	9.84e-10	2.9500000000000006e-08	3.5e-08	u	273	0	0	0.0	0.0	938.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-12 17:11:46	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T29	1.9	61.0	None	g	-44.8	4.58e-08	29	8	1.06e-09	9.89e-10	6.519999999999999e-10	u	273	0	0	0.0	0.0	938.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-14 18:26:26	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T30	2.3	46.7	None	b	-52.9	1.4499999999999999e-08	30	8	4.21e-10	4.76e-10	1.99e-10	u	273	0	0	0.0	0.0	943.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-15 09:14:13	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T31	2.3	47.8	None	g	-52.9	1.44e-08	31	8	3.95e-10	4.63e-10	2.1000000000000002e-10	u	273	0	0	0.0	0.0	943.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-15 18:51:03	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T32	2.4	61.4	None	b	-53.5	1.55e-08	32	8	5.07e-10	5.01e-10	1.9e-10	u	273	0	0	0.0	0.0	945.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-16 15:49:38	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T33	2.2	62.1	None	g	-53.6	1.55e-08	33	8	4.5600000000000003e-10	4.83e-10	1.74e-10	u	273	0	0	0.0	0.0	945.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-19 14:27:40	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T34	2.7	44.3	None	b	-72.8	3.71e-09	34	8	1.12e-10	1.5900000000000002e-10	1.44e-10	u	273	0	0	0.0	0.0	947.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-19 18:04:19	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T35	2.6	45.7	None	g	-72.8	3.7200000000000004e-09	35	8	1.15e-10	1.51e-10	1.49e-10	u	273	0	0	0.0	0.0	947.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-22 16:44:04	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T36	6.0	99.6	None	b	1.4	1.4699999999999999e-09	36	8	1.48e-10	4.03e-11	4.47e-11	u	273	0	0	0.0	0.0	949.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-24 14:35:08	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T37	4.3	233.8	None	b	-29.3	1.3800000000000002e-09	37	8	6.44e-11	7.859999999999999e-11	6.29e-11	u	273	0	0	0.0	0.0	951.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-25 13:22:31	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T38	4.9	137.4	None	b	0.7	1.58e-09	38	8	4.370000000000001e-11	4.64e-11	1.3000000000000002e-10	u	273	0	0	0.0	0.0	953.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-09-26 19:04:10	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T39	3.6	187.5	None	b	-8.7	1.0499999999999999e-09	39	8	5.05e-11	4.5500000000000004e-11	5.7999999999999994e-11	u	273	0	0	0.0	0.0	955.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-10-01 23:13:12	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T40	7.3	185.2	None	b	-0.1	8.93e-10	40	8	2.7300000000000002e-11	8.099999999999999e-11	8.43e-11	u	273	0	0	0.0	0.0	957.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-10-02 08:51:35	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T41	6.6	187.8	None	b	0.0	8.859999999999998e-10	41	8	4.72e-11	4.21e-11	9.65e-11	u	273	0	0	0.0	0.0	957.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-10-03 09:54:59	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T42	11.1	228.8	None	b	-22.5	6.53e-10	42	8	6.67e-11	4.62e-11	1.0699999999999999e-10	u	273	0	0	0.0	0.0	959.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-10-03 11:40:24	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T43	11.7	231.3	None	b	-22.8	6.54e-10	43	8	5.94e-11	3.9299999999999996e-11	1.2200000000000002e-10	u	273	0	0	0.0	0.0	959.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-10-03 12:33:04	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T44	10.0	229.5	None	b	-23.3	6.58e-10	44	8	5.7099999999999995e-11	3.9e-11	1e-10	u	273	0	0	0.0	0.0	959.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-10-05 14:42:04	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T45	4.0	164.2	None	b	35.4	1.4699999999999999e-09	45	8	4.2899999999999995e-11	9.95e-11	5.51e-11	u	273	0	0	0.0	0.0	961.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-10-06 17:13:10	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T46	5.0	278.3	None	b	33.9	2.33e-09	46	8	1.76e-10	6.990000000000001e-11	1.08e-10	u	273	0	0	0.0	0.0	963.0
None	This study	Hongzixi	TR012-B	TR012	TR012-Ba	TR012-Ba:LP-DIR-T	hargrave 2017-10-08 17:37:29	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ba:LP-DIR-T47	3.5	195.6	None	g	-30.2	1.58e-09	47	8	6.12e-11	7.029999999999999e-11	4.54e-11	u	273	0	0	0.0	0.0	965.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-07-20 17:28:33	LT-NO:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T1	3.6	10.6	None	g	-29.1	2.98e-08	1	8	5.02e-10	1.75e-09	5.69e-10	u	273	0	0	0.0	0.0	273.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-07-21 17:07:06	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T2	3.7	9.5	None	g	-30.1	3.1e-08	2	8	5.81e-10	1.9e-09	4.6399999999999995e-10	u	273	0	0	0.0	0.0	373.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-07-24 12:48:44	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T3	3.9	4.7	None	g	-30.4	3.2200000000000004e-08	3	8	9.86e-10	2.02e-09	4.79e-10	u	273	0	0	0.0	0.0	473.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-07-25 09:54:38	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T4	3.5	4.9	None	g	-30.5	3.26e-08	4	8	8.73e-10	1.8100000000000002e-09	4.81e-10	u	273	0	0	0.0	0.0	573.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-07-31 16:37:45	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T5	1.7	4.7	None	g	-30.6	3.31e-08	5	8	2.9000000000000003e-10	8.44e-10	5.29e-10	u	273	0	0	0.0	0.0	623.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-01 14:45:58	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T6	2.1	1.6	None	g	-30.9	3.33e-08	6	8	3.9600000000000003e-10	1.07e-09	5.38e-10	u	273	0	0	0.0	0.0	673.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-03 13:43:17	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T7	2.0	0.8	None	g	-31.0	3.4e-08	7	8	1.2800000000000001e-09	1.0400000000000001e-09	4.880000000000001e-10	u	273	0	0	0.0	0.0	723.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-04 10:19:38	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T8	2.8	359.6	None	g	-31.2	3.43e-08	8	8	1.5299999999999999e-09	1.56e-09	4.84e-10	u	273	0	0	0.0	0.0	748.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-04 17:16:56	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T9	2.9	358.9	None	g	-32.2	3.3700000000000004e-08	9	8	1.25e-09	1.4400000000000002e-09	4.81e-10	u	273	0	0	0.0	0.0	773.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-07 16:00:14	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T10	1.8	359.9	None	g	-32.6	3.38e-08	10	8	3.4700000000000004e-10	9.36e-10	4.99e-10	u	273	0	0	0.0	0.0	798.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-08 15:19:51	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T11	2.6	356.8	None	g	-33.2	3.39e-08	11	8	3.7199999999999996e-10	1.46e-09	5.3e-10	u	273	0	0	0.0	0.0	823.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-09 14:41:43	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T12	2.4	357.7	None	b	-33.1	3.44e-08	12	8	4.66e-10	1.3800000000000002e-09	2.88e-10	u	273	0	0	0.0	0.0	828.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-10 09:36:08	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T13	1.6	357.0	None	g	-33.0	3.39e-08	13	8	3.39e-10	7.46e-10	5.34e-10	u	273	0	0	0.0	0.0	828.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-16 15:08:46	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T14	1.8	356.9	None	g	-32.9	3.39e-08	14	8	4.6399999999999995e-10	8.47e-10	5.249999999999999e-10	u	273	0	0	0.0	0.0	833.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-17 11:59:20	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T15	2.3	356.6	None	g	-33.0	3.4e-08	15	8	4.52e-10	1.25e-09	5.26e-10	u	273	0	0	0.0	0.0	838.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-17 21:15:30	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T16	2.8	357.7	None	g	-33.0	3.41e-08	16	8	4.959999999999999e-10	1.52e-09	5.62e-10	u	273	0	0	0.0	0.0	843.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-18 16:53:56	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T17	1.7	355.3	None	g	-32.9	3.41e-08	17	8	4.3700000000000004e-10	8.28e-10	5.79e-10	u	273	0	0	0.0	0.0	848.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-21 13:54:48	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T18	2.4	356.2	None	g	-33.1	3.4e-08	18	8	4.200000000000001e-10	1.2800000000000001e-09	5.74e-10	u	273	0	0	0.0	0.0	853.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-22 12:57:43	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T19	2.1	354.8	None	g	-32.8	3.38e-08	19	8	3.3300000000000004e-10	1.09e-09	5.98e-10	u	273	0	0	0.0	0.0	873.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-23 11:58:17	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T20	1.9	354.4	None	g	-33.0	3.4e-08	20	8	4.99e-10	8.29e-10	5.86e-10	u	273	0	0	0.0	0.0	893.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-24 08:29:49	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T21	3.0	354.2	None	g	-32.9	3.39e-08	21	8	4.97e-10	1.6399999999999995e-09	5.89e-10	u	273	0	0	0.0	0.0	903.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-24 16:39:23	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T22	2.5	354.0	None	g	-32.9	3.38e-08	22	8	3.3300000000000004e-10	1.3400000000000001e-09	5.81e-10	u	273	0	0	0.0	0.0	913.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-25 14:42:51	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T23	2.1	354.8	None	g	-33.1	3.3700000000000004e-08	23	8	2.88e-10	1.1e-09	5.77e-10	u	273	0	0	0.0	0.0	918.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-08-29 15:57:55	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T24	2.3	355.5	None	g	-33.3	3.38e-08	24	8	3.39e-10	1.26e-09	5.84e-10	u	273	0	0	0.0	0.0	923.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-01 16:02:24	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T25	2.7	353.1	None	g	-33.7	3.3700000000000004e-08	25	8	5.45e-10	1.3800000000000002e-09	7.049999999999999e-10	u	273	0	0	0.0	0.0	928.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-08 18:24:55	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T26	3.2	350.8	None	g	-33.1	3.2900000000000003e-08	26	8	7.77e-10	1.6e-09	4.99e-10	u	273	0	0	0.0	0.0	933.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-12 14:58:01	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T27	3.4	351.6	None	b	-33.9	2.41e-08	27	8	7.51e-10	1.24e-09	4.26e-10	u	273	0	0	0.0	0.0	938.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-12 17:13:17	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T28	2.6	352.8	None	g	-33.8	2.41e-08	28	8	7.290000000000001e-10	8.28e-10	4.12e-10	u	273	0	0	0.0	0.0	938.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-14 18:27:58	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T29	2.1	348.5	None	b	-32.7	9.63e-09	29	8	1.74e-10	2.7699999999999997e-10	2.06e-10	u	273	0	0	0.0	0.0	943.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-15 09:15:43	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T30	2.1	349.2	None	g	-32.6	9.64e-09	30	8	1.7500000000000002e-10	2.84e-10	2.01e-10	u	273	0	0	0.0	0.0	943.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-15 18:52:34	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T31	3.0	352.7	None	b	-34.4	1.1000000000000001e-08	31	8	2.37e-10	4.73e-10	3.08e-10	u	273	0	0	0.0	0.0	945.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-16 15:51:10	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T32	2.7	351.4	None	g	-34.6	1.1000000000000001e-08	32	8	2.22e-10	4.200000000000001e-10	2.88e-10	u	273	0	0	0.0	0.0	945.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-19 14:29:12	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T33	2.1	309.6	None	g	-59.7	4.24e-09	33	8	1.15e-10	1.03e-10	7.34e-11	u	273	0	0	0.0	0.0	947.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-19 18:05:51	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T34	2.4	310.9	None	b	-59.8	4.24e-09	34	8	1.3000000000000002e-10	1.21e-10	7.99e-11	u	273	0	0	0.0	0.0	947.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-22 16:45:36	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T35	12.3	4.3	None	b	21.2	4.94e-10	35	8	4.5599999999999996e-11	4.3e-11	9.170000000000002e-11	u	273	0	0	0.0	0.0	949.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-22 18:17:14	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T36	12.2	5.3	None	b	21.2	4.979999999999999e-10	36	8	4.64e-11	3.81e-11	9.37e-11	u	273	0	0	0.0	0.0	949.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-22 18:51:14	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T37	12.1	4.2	None	g	20.5	4.959999999999999e-10	37	8	4.58e-11	2.68e-11	9.660000000000001e-11	u	273	0	0	0.0	0.0	949.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-24 14:36:41	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T38	5.6	305.6	None	b	-59.4	6.78e-10	38	8	5.32e-11	3.52e-11	2.9100000000000002e-11	u	273	0	0	0.0	0.0	951.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-25 13:24:02	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T39	3.7	149.8	None	b	-57.0	9.91e-10	39	8	4.4200000000000006e-11	3.5399999999999995e-11	5.970000000000001e-11	u	273	0	0	0.0	0.0	953.0
None	This study	Hongzixi	TR012-C	TR012	TR012-Ca	TR012-Ca:LP-DIR-T	hargrave 2017-09-26 19:05:46	LT-T-Z:LP-DIR-T	pmagpy-3.11.1	TR012-Ca:LP-DIR-T40	3.6	221.2	None	b	-19.1	1.7800000000000005e-09	40	8	6.25e-11	7.2e-11	7.43e-11	u	273	0	0	0.0	0.0	955.0
