tab	specimens
specimen	experiments	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
TR026-Ga	TR026-Ga:LP-DIR-T	TR026-G				LT	238.9	65.9	2	5	-1	86.3	9.6	623	273	K		hargrave 2018-03-02 10:57:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR026
TR026-Ga	TR026-Ga:LP-DIR-T	TR026-G				HT	31.7	-6.8	2	12	-1	1.9	5.7	965	943	K		hargrave 2018-03-02 10:57:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR026
TR026-Ha	TR026-Ha:LP-DIR-T	TR026-H				HT	33.9	-16.6	2	10	-1	0.0	3.1	965	947	K		hargrave 2018-03-02 12:14:20	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR026
TR026-Ha	TR026-Ha:LP-DIR-T	TR026-H				LT	208.5	61.5	2	3	-1	108.9	7.6	473	273	K		hargrave 2018-03-02 12:14:20	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR026
TR026-Ha	TR026-Ha:LP-DIR-T	TR026-H				HT	100.1	-57.5	2	10	0	0.0	3.1	965	947	K		hargrave 2018-03-02 12:14:20	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ha	TR026-Ha:LP-DIR-T	TR026-H				LT	355.8	46.9	2	3	0	108.9	7.6	473	273	K		hargrave 2018-03-02 12:14:20	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ha	TR026-Ha:LP-DIR-T	TR026-H				HT	31.6	-82.6	2	10	100	0.0	3.1	965	947	K		hargrave 2018-03-02 12:14:20	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR026
TR026-Ha	TR026-Ha:LP-DIR-T	TR026-H				LT	32.9	52.4	2	3	100	108.9	7.6	473	273	K		hargrave 2018-03-02 12:14:20	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR026
TR026-Ia	TR026-Ia:LP-DIR-T	TR026-I				LT	356.2	53.4	2	3	100	129.4	7.9	473	273	K		hargrave 2018-03-02 11:00:42	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR026
TR026-Ia	TR026-Ia:LP-DIR-T	TR026-I				HT	101.8	-49.1	2	11	0	0.0	2.3	965	945	K		hargrave 2018-03-02 11:00:42	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ia	TR026-Ia:LP-DIR-T	TR026-I				HT	73.9	-77.6	2	11	100	0.0	2.3	965	945	K		hargrave 2018-03-02 11:00:42	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR026
TR026-Ia	TR026-Ia:LP-DIR-T	TR026-I				HT	42.8	-15.6	2	11	-1	0.0	2.3	965	945	K		hargrave 2018-03-02 11:00:42	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR026
TR026-Ia	TR026-Ia:LP-DIR-T	TR026-I				LT	333.0	33.3	2	3	0	129.4	7.9	473	273	K		hargrave 2018-03-02 11:00:42	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ia	TR026-Ia:LP-DIR-T	TR026-I				LT	244.8	52.4	2	3	-1	129.4	7.9	473	273	K		hargrave 2018-03-02 11:00:42	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR026
TR026-Ja	TR026-Ja:LP-DIR-T	TR026-J				LT	188.6	62.8	2	3	-1	89.3	9.1	473	273	K		hargrave 2018-03-02 11:02:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR026
TR026-Ja	TR026-Ja:LP-DIR-T	TR026-J				HT	51.0	-7.9	2	11	-1	0.0	3.2	965	945	K		hargrave 2018-03-02 11:02:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR026
TR026-Ja	TR026-Ja:LP-DIR-T	TR026-J				LT	12.9	43.8	2	3	0	89.3	9.1	473	273	K		hargrave 2018-03-02 11:02:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ja	TR026-Ja:LP-DIR-T	TR026-J				HT	104.5	-39.5	2	11	0	0.0	3.2	965	945	K		hargrave 2018-03-02 11:02:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ja	TR026-Ja:LP-DIR-T	TR026-J				LT	42.3	41.7	2	3	100	89.3	9.1	473	273	K		hargrave 2018-03-02 11:02:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR026
TR026-Ja	TR026-Ja:LP-DIR-T	TR026-J				HT	92.9	-69.3	2	11	100	0.0	3.2	965	945	K		hargrave 2018-03-02 11:02:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR026
TR035-AAa	TR035-AAa:LP-DIR-T	TR035-AA				HT	11.8	56.1	2	12	100	0.0	8.1	963	938	K		hargrave 2018-02-28 16:47:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-AAa	TR035-AAa:LP-DIR-T	TR035-AA				LT	357.8	33.8	2	7	100	23.8	31.4	723	273	K		hargrave 2018-02-28 16:47:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-AAa	TR035-AAa:LP-DIR-T	TR035-AA				HT	14.9	75.6	2	12	0	0.0	8.1	963	938	K		hargrave 2018-02-28 16:47:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-AAa	TR035-AAa:LP-DIR-T	TR035-AA				HT	194.0	5.5	2	12	-1	0.0	8.1	963	938	K		hargrave 2018-02-28 16:47:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-AAa	TR035-AAa:LP-DIR-T	TR035-AA				LT	216.9	-2.6	2	7	-1	23.8	31.4	723	273	K		hargrave 2018-02-28 16:47:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-AAa	TR035-AAa:LP-DIR-T	TR035-AA				LT	353.3	52.8	2	7	0	23.8	31.4	723	273	K		hargrave 2018-02-28 16:47:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Aa	TR035-Aa:LP-DIR-T	TR035-A				LT	225.3	17.3	1	7	-1	59.4	7.9	748	373	K		hargrave 2018-02-28 16:12:35	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Aa	TR035-Aa:LP-DIR-T	TR035-A				LT	29.8	46.4	1	7	0	59.4	7.9	748	373	K		hargrave 2018-02-28 16:12:35	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Aa	TR035-Aa:LP-DIR-T	TR035-A				LT	21.3	23.9	1	7	100	59.4	7.9	748	373	K		hargrave 2018-02-28 16:12:35	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-BBa		TR035-BB																								Luoman2	TR035
TR035-Ba	TR035-Ba:LP-DIR-T	TR035-B				LT	2.8	15.8	1	11	100	13.7	6.8	823	273	K		hargrave 2018-02-28 16:14:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-Ba	TR035-Ba:LP-DIR-T	TR035-B				LT	4.2	40.9	1	11	0	13.7	6.8	823	273	K		hargrave 2018-02-28 16:14:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Ba	TR035-Ba:LP-DIR-T	TR035-B				LT	227.8	-10.2	1	11	-1	13.7	6.8	823	273	K		hargrave 2018-02-28 16:14:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-CCa	TR035-CCa:LP-DIR-T	TR035-CC				LT	240.1	6.3	1	4	-1	40.1	7.1	573	273	K		hargrave 2018-02-28 16:50:27	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-CCa	TR035-CCa:LP-DIR-T	TR035-CC				LT	19.4	28.6	1	4	0	40.1	7.1	573	273	K		hargrave 2018-02-28 16:50:27	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-CCa	TR035-CCa:LP-DIR-T	TR035-CC				LT	18.3	9.3	1	4	100	40.1	7.1	573	273	K		hargrave 2018-02-28 16:50:27	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-Ca		TR035-C																								Luoman2	TR035
TR035-DDa	TR035-DDa:LP-DIR-T	TR035-DD				LT	17.3	26.6	2	4	0	38.9	23.5	573	273	K		hargrave 2018-02-28 16:51:50	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-DDa	TR035-DDa:LP-DIR-T	TR035-DD				HT	79.0	48.9	2	4	0	0.0	8.9	963	957	K		hargrave 2018-02-28 16:51:50	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-DDa	TR035-DDa:LP-DIR-T	TR035-DD				LT	16.5	7.2	2	4	100	38.9	23.5	573	273	K		hargrave 2018-02-28 16:51:50	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-DDa	TR035-DDa:LP-DIR-T	TR035-DD				LT	243.6	-5.0	2	4	-1	38.9	23.5	573	273	K		hargrave 2018-02-28 16:51:50	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-DDa	TR035-DDa:LP-DIR-T	TR035-DD				HT	204.2	31.0	2	4	-1	0.0	8.9	963	957	K		hargrave 2018-02-28 16:51:50	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-DDa	TR035-DDa:LP-DIR-T	TR035-DD				HT	62.1	39.4	2	4	100	0.0	8.9	963	957	K		hargrave 2018-02-28 16:51:50	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-Da	TR035-Da:LP-DIR-T	TR035-D				LT	232.7	5.5	2	6	-1	77.6	8.5	673	273	K		hargrave 2018-02-28 16:17:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Da	TR035-Da:LP-DIR-T	TR035-D				HT	138.3	34.9	2	8	-1	0.0	14.8	943	903	K		hargrave 2018-02-28 16:17:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-Da	TR035-Da:LP-DIR-T	TR035-D				LT	12.7	37.3	2	6	0	77.6	8.5	673	273	K		hargrave 2018-02-28 16:17:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Da	TR035-Da:LP-DIR-T	TR035-D				HT	142.1	39.2	2	8	0	0.0	14.8	943	903	K		hargrave 2018-02-28 16:17:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-Da	TR035-Da:LP-DIR-T	TR035-D				LT	9.9	12.8	2	6	100	77.6	8.5	673	273	K		hargrave 2018-02-28 16:17:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-Da	TR035-Da:LP-DIR-T	TR035-D				HT	121.3	57.1	2	8	100	0.0	14.8	943	903	K		hargrave 2018-02-28 16:17:10	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-FFa	TR035-FFa:LP-DIR-T	TR035-FF				HT	226.9	38.5	1	5	-1	0.0	11.8	963	955	K		hargrave 2018-02-28 16:53:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-FFa	TR035-FFa:LP-DIR-T	TR035-FF				HT	63.4	45.7	1	5	0	0.0	11.8	963	955	K		hargrave 2018-02-28 16:53:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-FFa	TR035-FFa:LP-DIR-T	TR035-FF				HT	51.4	32.6	1	5	100	0.0	11.8	963	955	K		hargrave 2018-02-28 16:53:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-Fa	TR035-Fa:LP-DIR-T	TR035-F				LT	229.9	-9.3	1	15	-1	28.1	3.2	843	273	K		hargrave 2018-02-28 16:18:44	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Fa	TR035-Fa:LP-DIR-T	TR035-F				LT	8.4	40.3	1	15	0	28.1	3.2	843	273	K		hargrave 2018-02-28 16:18:44	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Fa	TR035-Fa:LP-DIR-T	TR035-F				LT	6.2	15.5	1	15	100	28.1	3.2	843	273	K		hargrave 2018-02-28 16:18:44	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-GGa	TR035-GGa:LP-DIR-T	TR035-GG				HT	197.9	32.2	1	7	-1	0.0	6.3	963	951	K		hargrave 2018-02-28 16:54:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-GGa	TR035-GGa:LP-DIR-T	TR035-GG				HT	75.2	61.5	1	7	0	0.0	6.3	963	951	K		hargrave 2018-02-28 16:54:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-GGa	TR035-GGa:LP-DIR-T	TR035-GG				HT	51.7	49.7	1	7	100	0.0	6.3	963	951	K		hargrave 2018-02-28 16:54:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-Ga	TR035-Ga:LP-DIR-T	TR035-G				LT	237.7	-15.2	1	9	-1	166.4	13.0	773	273	K		hargrave 2018-02-28 16:20:22	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Ga	TR035-Ga:LP-DIR-T	TR035-G				LT	7.9	32.4	1	9	0	166.4	13.0	773	273	K		hargrave 2018-02-28 16:20:22	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Ga	TR035-Ga:LP-DIR-T	TR035-G				LT	6.4	7.5	1	9	100	166.4	13.0	773	273	K		hargrave 2018-02-28 16:20:22	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-HHa	TR035-HHa:LP-DIR-T	TR035-HH				LT	223.7	3.2	2	9	-1	25.1	17.9	773	273	K		hargrave 2018-02-28 16:56:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-HHa	TR035-HHa:LP-DIR-T	TR035-HH				HT	188.2	5.9	2	6	-1	0.0	3.3	963	953	K		hargrave 2018-02-28 16:56:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-HHa	TR035-HHa:LP-DIR-T	TR035-HH				LT	17.8	46.4	2	9	0	25.1	17.9	773	273	K		hargrave 2018-02-28 16:56:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-HHa	TR035-HHa:LP-DIR-T	TR035-HH				HT	30.9	81.6	2	6	0	0.0	3.3	963	953	K		hargrave 2018-02-28 16:56:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-HHa	TR035-HHa:LP-DIR-T	TR035-HH				LT	15.8	27.1	2	9	100	25.1	17.9	773	273	K		hargrave 2018-02-28 16:56:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-HHa	TR035-HHa:LP-DIR-T	TR035-HH				HT	16.0	62.5	2	6	100	0.0	3.3	963	953	K		hargrave 2018-02-28 16:56:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-Ha	TR035-Ha:LP-DIR-T	TR035-H				LT	217.6	-18.9	1	11	-1	80.3	3.9	828	373	K		hargrave 2018-02-28 16:22:01	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Ha	TR035-Ha:LP-DIR-T	TR035-H				LT	11.4	39.1	1	11	0	80.3	3.9	828	373	K		hargrave 2018-02-28 16:22:01	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Ha	TR035-Ha:LP-DIR-T	TR035-H				LT	11.0	19.6	1	11	100	80.3	3.9	828	373	K		hargrave 2018-02-28 16:22:01	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-IIa	TR035-IIa:LP-DIR-T	TR035-II				HT	205.7	48.5	1	8	-1	0.0	5.1	963	949	K		hargrave 2018-02-28 16:58:04	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-IIa	TR035-IIa:LP-DIR-T	TR035-II				HT	62.6	48.6	1	8	0	0.0	5.1	963	949	K		hargrave 2018-02-28 16:58:04	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-IIa	TR035-IIa:LP-DIR-T	TR035-II				HT	49.7	35.1	1	8	100	0.0	5.1	963	949	K		hargrave 2018-02-28 16:58:04	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-Ia	TR035-Ia:LP-DIR-T	TR035-I				LT	170.4	17.4	1	10	-1	20.1	5.8	798	273	K		hargrave 2018-02-28 12:01:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Ia	TR035-Ia:LP-DIR-T	TR035-I				LT	15.6	43.0	1	10	0	20.1	5.8	798	273	K		hargrave 2018-02-28 12:01:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Ia	TR035-Ia:LP-DIR-T	TR035-I				LT	14.3	23.6	1	10	100	20.1	5.8	798	273	K		hargrave 2018-02-28 12:01:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-JJa	TR035-JJa:LP-DIR-T	TR035-JJ				LT	238.5	15.0	2	8	-1	46.0	30.0	798	473	K		hargrave 2018-02-28 16:59:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-JJa	TR035-JJa:LP-DIR-T	TR035-JJ				HT	185.5	27.5	2	10	-1	0.0	8.7	963	945	K		hargrave 2018-02-28 16:59:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-JJa	TR035-JJa:LP-DIR-T	TR035-JJ				LT	6.2	33.5	2	8	0	46.0	30.0	798	473	K		hargrave 2018-02-28 16:59:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-JJa	TR035-JJa:LP-DIR-T	TR035-JJ				HT	67.5	75.6	2	10	0	0.0	8.7	963	945	K		hargrave 2018-02-28 16:59:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-JJa	TR035-JJa:LP-DIR-T	TR035-JJ				LT	6.6	14.0	2	8	100	46.0	30.0	798	473	K		hargrave 2018-02-28 16:59:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-JJa	TR035-JJa:LP-DIR-T	TR035-JJ				HT	34.6	60.4	2	10	100	0.0	8.7	963	945	K		hargrave 2018-02-28 16:59:38	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-Ja	TR035-Ja:LP-DIR-T	TR035-J				LT	231.3	-3.1	1	6	-1	12.5	15.8	823	673	K		hargrave 2018-02-28 16:23:35	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Ja	TR035-Ja:LP-DIR-T	TR035-J				LT	11.2	16.1	1	6	100	12.5	15.8	823	673	K		hargrave 2018-02-28 16:23:35	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-Ja	TR035-Ja:LP-DIR-T	TR035-J				LT	11.6	35.6	1	6	0	12.5	15.8	823	673	K		hargrave 2018-02-28 16:23:35	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-KKa	TR035-KKa:LP-DIR-T	TR035-KK				LT	355.9	32.9	2	8	100	55.1	11.7	798	473	K		hargrave 2018-02-28 17:02:25	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-KKa	TR035-KKa:LP-DIR-T	TR035-KK				HT	249.6	54.8	2	6	100	0.0	5.2	963	953	K		hargrave 2018-02-28 17:02:25	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Luoman2	TR035
TR035-KKa	TR035-KKa:LP-DIR-T	TR035-KK				HT	146.3	-28.7	2	6	-1	0.0	5.2	963	953	K		hargrave 2018-02-28 17:02:25	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-KKa	TR035-KKa:LP-DIR-T	TR035-KK				HT	232.0	42.5	2	6	0	0.0	5.2	963	953	K		hargrave 2018-02-28 17:02:25	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
TR035-KKa	TR035-KKa:LP-DIR-T	TR035-KK				LT	217.4	-2.8	2	8	-1	55.1	11.7	798	473	K		hargrave 2018-02-28 17:02:25	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-KKa	TR035-KKa:LP-DIR-T	TR035-KK				LT	351.0	51.7	2	8	0	55.1	11.7	798	473	K		hargrave 2018-02-28 17:02:25	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Ka	TR035-Ka:LP-DIR-T	TR035-K				LT	226.3	11.3	1	9	-1	69.2	6.6	823	473	K		hargrave 2018-02-28 16:25:07	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-Ka	TR035-Ka:LP-DIR-T	TR035-K				LT	5.5	44.8	1	9	0	69.2	6.6	823	473	K		hargrave 2018-02-28 16:25:07	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-Ka	TR035-Ka:LP-DIR-T	TR035-K				LT	6.3	25.4	1	9	100	69.2	6.6	823	473	K		hargrave 2018-02-28 16:25:07	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Luoman2	TR035
TR035-LLa	TR035-LLa:LP-DIR-T	TR035-LL				LT	223.0	2.3	2	11	-1	47.6	7.3	823	273	K		hargrave 2018-02-28 17:03:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Luoman2	TR035
TR035-LLa	TR035-LLa:LP-DIR-T	TR035-LL				HT	167.4	-46.9	2	11	-1	0.0	9.2	963	943	K		hargrave 2018-02-28 17:03:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Luoman2	TR035
TR035-LLa	TR035-LLa:LP-DIR-T	TR035-LL				LT	350.3	47.0	2	11	0	47.6	7.3	823	273	K		hargrave 2018-02-28 17:03:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Luoman2	TR035
TR035-LLa	TR035-LLa:LP-DIR-T	TR035-LL				HT	251.5	36.9	2	11	0	0.0	9.2	963	943	K		hargrave 2018-02-28 17:03:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Luoman2	TR035
