tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_moment	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
TR036-Ba:LP-DIR-T12	TR036-Ba:LP-DIR-T	TR036-Ba	2.5	159.2	22.5	0	0	0.0	0.0	12	828.0	6.28e-09	This study	hargrave 2017-10-28 14:43:52	LT-T-Z:LP-DIR-T	g	68	u	8	273			pmagpy-3.16.0	1.33e-10	2.4e-10	9.69e-11	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T13	TR036-Ba:LP-DIR-T	TR036-Ba	2.2	158.5	22.8	0	0	0.0	0.0	13	833.0	6.01e-09	This study	hargrave 2017-10-31 19:29:10	LT-T-Z:LP-DIR-T	g	69	u	8	273			pmagpy-3.16.0	1.29e-10	1.56e-10	1.46e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T14	TR036-Ba:LP-DIR-T	TR036-Ba	3.4	158.3	23.0	0	0	0.0	0.0	14	838.0	5.91e-09	This study	hargrave 2017-11-03 20:31:39	LT-T-Z:LP-DIR-T	g	70	u	8	273			pmagpy-3.16.0	1.21e-10	3.28e-10	1.25e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T15	TR036-Ba:LP-DIR-T	TR036-Ba	1.8	158.6	22.7	0	0	0.0	0.0	15	843.0	5.81e-09	This study	hargrave 2017-11-05 19:57:22	LT-T-Z:LP-DIR-T	g	71	u	8	273			pmagpy-3.16.0	1.39e-10	1.17e-10	1.34e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T16	TR036-Ba:LP-DIR-T	TR036-Ba	2.3	158.9	23.2	0	0	0.0	0.0	16	848.0	5.8e-09	This study	hargrave 2017-11-09 16:55:05	LT-T-Z:LP-DIR-T	g	72	u	8	273			pmagpy-3.16.0	1.21e-10	2.03e-10	1.27e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T17	TR036-Ba:LP-DIR-T	TR036-Ba	2.6	160.7	24.0	0	0	0.0	0.0	17	853.0	5.689999999999999e-09	This study	hargrave 2017-11-14 12:28:23	LT-T-Z:LP-DIR-T	g	73	u	8	273			pmagpy-3.16.0	1.09e-10	1.38e-10	2.08e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T18	TR036-Ba:LP-DIR-T	TR036-Ba	3.9	156.9	25.5	0	0	0.0	0.0	18	873.0	5.34e-09	This study	hargrave 2017-11-14 21:28:49	LT-T-Z:LP-DIR-T	g	74	u	8	273			pmagpy-3.16.0	1.4699999999999998e-10	3.12e-10	1.8000000000000002e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T19	TR036-Ba:LP-DIR-T	TR036-Ba	2.7	155.3	25.5	0	0	0.0	0.0	19	893.0	4.78e-09	This study	hargrave 2017-11-17 20:44:07	LT-T-Z:LP-DIR-T	g	75	u	8	273			pmagpy-3.16.0	1.24e-10	1.8700000000000003e-10	1.41e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T20	TR036-Ba:LP-DIR-T	TR036-Ba	3.1	150.0	25.8	0	0	0.0	0.0	20	903.0	4.53e-09	This study	hargrave 2017-11-19 20:17:15	LT-T-Z:LP-DIR-T	g	76	u	8	273			pmagpy-3.16.0	1.88e-10	1.23e-10	2.17e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T21	TR036-Ba:LP-DIR-T	TR036-Ba	3.7	170.8	34.5	0	0	0.0	0.0	21	913.0	3.8200000000000005e-09	This study	hargrave 2017-11-21 19:21:29	LT-T-Z:LP-DIR-T	g	77	u	8	273			pmagpy-3.16.0	2.84e-10	1.33e-10	3.93e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T22	TR036-Ba:LP-DIR-T	TR036-Ba	5.3	162.1	32.4	0	0	0.0	0.0	22	918.0	4.7100000000000005e-09	This study	hargrave 2017-11-27 19:01:59	LT-T-Z:LP-DIR-T	g	78	u	8	273			pmagpy-3.16.0	3.19e-10	1.5800000000000002e-10	5.510000000000001e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T23	TR036-Ba:LP-DIR-T	TR036-Ba	7.2	190.8	47.2	0	0	0.0	0.0	23	923.0	3.03e-09	This study	hargrave 2017-11-28 17:24:15	LT-T-Z:LP-DIR-T	g	79	u	8	273			pmagpy-3.16.0	3.86e-10	2.33e-10	6.320000000000001e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T24	TR036-Ba:LP-DIR-T	TR036-Ba	15.4	74.8	56.0	0	0	0.0	0.0	24	928.0	2.8800000000000004e-09	This study	hargrave 2017-12-11 14:26:21	LT-T-Z:LP-DIR-T	g	80	u	8	273			pmagpy-3.16.0	3.32e-10	2.34e-10	1.02e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T25	TR036-Ba:LP-DIR-T	TR036-Ba	13.8	63.7	54.1	0	0	0.0	0.0	25	928.0	3.27e-09	This study	hargrave 2017-12-11 15:01:05	LT-T-Z:LP-DIR-T	g	81	u	8	273			pmagpy-3.16.0	3.02e-10	1.89e-10	1.18e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T26	TR036-Ba:LP-DIR-T	TR036-Ba	15.0	69.3	54.3	0	0	0.0	0.0	26	928.0	3.06e-09	This study	hargrave 2017-12-11 15:24:54	LT-T-Z:LP-DIR-T	g	82	u	8	273			pmagpy-3.16.0	3.54e-10	1.99e-10	1.27e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T27	TR036-Ba:LP-DIR-T	TR036-Ba	12.3	187.8	4.7	0	0	0.0	0.0	27	933.0	5.1e-09	This study	hargrave 2017-12-12 14:05:48	LT-T-Z:LP-DIR-T	g	83	u	8	273			pmagpy-3.16.0	4.82e-10	8.1e-10	7.85e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T28	TR036-Ba:LP-DIR-T	TR036-Ba	14.0	194.2	9.7	0	0	0.0	0.0	28	933.0	4.82e-09	This study	hargrave 2017-12-12 15:07:59	LT-T-Z:LP-DIR-T	g	84	u	8	273			pmagpy-3.16.0	4.36e-10	2.19e-10	1.18e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T29	TR036-Ba:LP-DIR-T	TR036-Ba	15.1	192.0	10.3	0	0	0.0	0.0	29	933.0	4.770000000000001e-09	This study	hargrave 2017-12-12 15:41:14	LT-T-Z:LP-DIR-T	g	85	u	8	273			pmagpy-3.16.0	4.52e-10	3.07e-10	1.25e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T30	TR036-Ba:LP-DIR-T	TR036-Ba	6.5	163.2	12.6	0	0	0.0	0.0	30	938.0	8.6e-09	This study	hargrave 2018-01-08 13:38:37	LT-T-Z:LP-DIR-T	g	86	u	8	273			pmagpy-3.16.0	4.91e-10	6.809999999999999e-10	7.84e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T31	TR036-Ba:LP-DIR-T	TR036-Ba	6.7	195.9	5.3	0	0	0.0	0.0	31	943.0	8.409999999999999e-09	This study	hargrave 2018-01-10 16:45:49	LT-T-Z:LP-DIR-T	g	87	u	8	273			pmagpy-3.16.0	6.18e-10	5.92e-10	7.679999999999999e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T32	TR036-Ba:LP-DIR-T	TR036-Ba	8.0	181.1	6.3	0	0	0.0	0.0	32	945.0	9.1e-09	This study	hargrave 2018-01-11 15:49:41	LT-T-Z:LP-DIR-T	g	88	u	8	273			pmagpy-3.16.0	6.63e-10	1.06e-09	7.5e-10	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T33	TR036-Ba:LP-DIR-T	TR036-Ba	10.5	181.6	8.3	0	0	0.0	0.0	33	945.0	9.02e-09	This study	hargrave 2018-01-11 16:36:39	LT-T-Z:LP-DIR-T	g	89	u	8	273			pmagpy-3.16.0	6.21e-10	6.54e-10	1.53e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T34	TR036-Ba:LP-DIR-T	TR036-Ba	10.6	181.1	7.4	0	0	0.0	0.0	34	945.0	8.98e-09	This study	hargrave 2018-01-11 17:17:24	LT-T-Z:LP-DIR-T	g	90	u	8	273			pmagpy-3.16.0	6.2e-10	8.500000000000002e-10	1.45e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T35	TR036-Ba:LP-DIR-T	TR036-Ba	15.6	296.3	36.5	0	0	0.0	0.0	35	947.0	4.970000000000001e-09	This study	hargrave 2018-01-12 16:56:36	LT-T-Z:LP-DIR-T	g	91	u	8	273			pmagpy-3.16.0	7.389999999999999e-10	4.76e-10	1.14e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T36	TR036-Ba:LP-DIR-T	TR036-Ba	13.6	315.8	33.7	0	0	0.0	0.0	36	947.0	6.91e-09	This study	hargrave 2018-01-16 12:09:43	LT-T-Z:LP-DIR-T	g	92	u	8	273			pmagpy-3.16.0	5.7e-10	4.04e-10	1.6699999999999998e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T37	TR036-Ba:LP-DIR-T	TR036-Ba	15.0	314.0	34.7	0	0	0.0	0.0	37	947.0	6.709999999999999e-09	This study	hargrave 2018-01-16 13:09:17	LT-T-Z:LP-DIR-T	g	93	u	8	273			pmagpy-3.16.0	5.95e-10	4.19e-10	1.84e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T38	TR036-Ba:LP-DIR-T	TR036-Ba	22.8	249.4	11.3	0	0	0.0	0.0	38	949.0	4.21e-09	This study	hargrave 2018-01-17 11:17:40	LT-T-Z:LP-DIR-T	g	94	u	8	273			pmagpy-3.16.0	1.1e-09	5.35e-10	1.34e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T39	TR036-Ba:LP-DIR-T	TR036-Ba	27.3	255.7	15.4	0	0	0.0	0.0	39	949.0	4e-09	This study	hargrave 2018-01-17 12:29:07	LT-T-Z:LP-DIR-T	g	95	u	8	273			pmagpy-3.16.0	7.22e-10	5.96e-10	1.85e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T40	TR036-Ba:LP-DIR-T	TR036-Ba	28.9	253.8	13.2	0	0	0.0	0.0	40	949.0	4e-09	This study	hargrave 2018-01-17 13:27:36	LT-T-Z:LP-DIR-T	g	96	u	8	273			pmagpy-3.16.0	6.27e-10	5.79e-10	2.05e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T41	TR036-Ba:LP-DIR-T	TR036-Ba	13.8	216.7	-1.2	0	0	0.0	0.0	41	951.0	6.13e-09	This study	hargrave 2018-01-22 14:03:17	LT-T-Z:LP-DIR-T	g	97	u	8	273			pmagpy-3.16.0	7.75e-10	8.690000000000002e-10	1.12e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T42	TR036-Ba:LP-DIR-T	TR036-Ba	18.4	215.5	0.4	0	0	0.0	0.0	42	951.0	5.9e-09	This study	hargrave 2018-01-22 15:42:01	LT-T-Z:LP-DIR-T	g	98	u	8	273			pmagpy-3.16.0	7.16e-10	1.01e-09	1.65e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T43	TR036-Ba:LP-DIR-T	TR036-Ba	45.6	179.0	1.5	0	0	0.0	0.0	43	951.0	4.5700000000000006e-09	This study	hargrave 2018-01-22 18:22:57	LT-T-Z:LP-DIR-T	g	99	u	8	273			pmagpy-3.16.0	6.63e-10	4.43e-09	1.32e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T44	TR036-Ba:LP-DIR-T	TR036-Ba	17.9	146.9	4.5	0	0	0.0	0.0	44	953.0	6.38e-09	This study	hargrave 2018-01-25 10:44:28	LT-T-Z:LP-DIR-T	g	100	u	8	273			pmagpy-3.16.0	7.049999999999999e-10	1.26e-09	1.7300000000000004e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T45	TR036-Ba:LP-DIR-T	TR036-Ba	13.9	159.8	-1.3	0	0	0.0	0.0	45	953.0	6.48e-09	This study	hargrave 2018-01-26 12:01:14	LT-T-Z:LP-DIR-T	g	101	u	8	273			pmagpy-3.16.0	7.580000000000001e-10	8.54e-10	1.35e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T46	TR036-Ba:LP-DIR-T	TR036-Ba	16.3	158.8	2.7	0	0	0.0	0.0	46	953.0	6.17e-09	This study	hargrave 2018-01-26 14:36:46	LT-T-Z:LP-DIR-T	g	102	u	8	273			pmagpy-3.16.0	7.25e-10	1.0300000000000002e-09	1.4800000000000005e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T47	TR036-Ba:LP-DIR-T	TR036-Ba	45.8	227.8	-7.0	0	0	0.0	0.0	47	955.0	2.36e-09	This study	hargrave 2018-01-31 09:45:20	LT-T-Z:LP-DIR-T	g	103	u	8	273			pmagpy-3.16.0	1.52e-09	4.21e-10	1.85e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T48	TR036-Ba:LP-DIR-T	TR036-Ba	60.6	250.2	5.1	0	0	0.0	0.0	48	955.0	1.5e-09	This study	hargrave 2018-01-31 11:36:28	LT-T-Z:LP-DIR-T	g	104	u	8	273			pmagpy-3.16.0	6.479999999999999e-10	9.64e-10	2.39e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T49	TR036-Ba:LP-DIR-T	TR036-Ba	56.5	246.0	3.9	0	0	0.0	0.0	49	955.0	1.72e-09	This study	hargrave 2018-01-31 13:15:39	LT-T-Z:LP-DIR-T	g	105	u	8	273			pmagpy-3.16.0	6.6e-10	9.38e-10	2.31e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T50	TR036-Ba:LP-DIR-T	TR036-Ba	24.3	129.2	5.3	0	0	0.0	0.0	50	957.0	4.73e-09	This study	hargrave 2018-02-05 10:55:58	LT-T-Z:LP-DIR-T	g	106	u	8	273			pmagpy-3.16.0	1.01e-09	6.34e-10	1.99e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T51	TR036-Ba:LP-DIR-T	TR036-Ba	25.7	119.5	3.0	0	0	0.0	0.0	51	957.0	4.54e-09	This study	hargrave 2018-02-05 14:09:43	LT-T-Z:LP-DIR-T	g	107	u	8	273			pmagpy-3.16.0	8.44e-10	1.04e-09	1.85e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T52	TR036-Ba:LP-DIR-T	TR036-Ba	26.7	120.3	3.6	0	0	0.0	0.0	52	957.0	4.61e-09	This study	hargrave 2018-02-05 16:32:39	LT-T-Z:LP-DIR-T	g	108	u	8	273			pmagpy-3.16.0	8.55e-10	1.13e-09	1.97e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T53	TR036-Ba:LP-DIR-T	TR036-Ba	19.0	42.2	17.9	0	0	0.0	0.0	53	959.0	6.14e-09	This study	hargrave 2018-02-07 12:54:03	LT-T-Z:LP-DIR-T	g	109	u	8	273			pmagpy-3.16.0	6.479999999999999e-10	1.19e-09	1.94e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T54	TR036-Ba:LP-DIR-T	TR036-Ba	19.3	34.0	15.3	0	0	0.0	0.0	54	959.0	6.13e-09	This study	hargrave 2018-02-07 15:36:07	LT-T-Z:LP-DIR-T	g	110	u	8	273			pmagpy-3.16.0	5.92e-10	1.09e-09	1.97e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T55	TR036-Ba:LP-DIR-T	TR036-Ba	15.7	20.3	10.9	0	0	0.0	0.0	55	959.0	7.0700000000000014e-09	This study	hargrave 2018-02-08 11:57:58	LT-T-Z:LP-DIR-T	g	111	u	8	273			pmagpy-3.16.0	6.02e-10	7.01e-10	1.93e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T56	TR036-Ba:LP-DIR-T	TR036-Ba	33.6	105.6	12.9	0	0	0.0	0.0	56	961.0	2.7600000000000004e-09	This study	hargrave 2018-02-14 13:31:01	LT-T-Z:LP-DIR-T	g	112	u	8	273			pmagpy-3.16.0	6.05e-10	9.29e-10	1.6399999999999995e-09	TR036-B	TR036	Luoman2
TR036-Ba:LP-DIR-T57	TR036-Ba:LP-DIR-T	TR036-Ba	33.7	100.1	13.4	0	0	0.0	0.0	57	961.0	2.94e-09	This study	hargrave 2018-02-14 17:13:18	LT-T-Z:LP-DIR-T	g	113	u	8	273			pmagpy-3.16.0	6.169999999999999e-10	8.13e-10	1.81e-09	TR036-B	TR036	Luoman2
TR036-Ca:LP-DIR-T1	TR036-Ca:LP-DIR-T	TR036-Ca	2.2	202.3	-20.2	0	0	0.0	0.0	1	273.0	3.36e-08	This study	hargrave 2017-10-13 16:02:19	LT-NO:LP-DIR-T	g	114	u	8	273			pmagpy-3.16.0	5.800000000000001e-10	1.02e-09	6.83e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T2	TR036-Ca:LP-DIR-T	TR036-Ca	1.8	197.8	-21.5	0	0	0.0	0.0	2	373.0	3.28e-08	This study	hargrave 2017-10-15 15:02:00	LT-T-Z:LP-DIR-T	g	115	u	8	273			pmagpy-3.16.0	3.94e-10	8.160000000000001e-10	6.04e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T3	TR036-Ca:LP-DIR-T	TR036-Ca	2.1	202.8	-21.0	0	0	0.0	0.0	3	473.0	3.31e-08	This study	hargrave 2017-10-16 10:47:45	LT-T-Z:LP-DIR-T	g	116	u	8	273			pmagpy-3.16.0	1.32e-09	7.480000000000001e-10	5.41e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T4	TR036-Ca:LP-DIR-T	TR036-Ca	1.9	202.6	-21.6	0	0	0.0	0.0	4	573.0	3.2e-08	This study	hargrave 2017-10-16 19:34:44	LT-T-Z:LP-DIR-T	g	117	u	8	273			pmagpy-3.16.0	3.9100000000000005e-10	8.62e-10	5.66e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T5	TR036-Ca:LP-DIR-T	TR036-Ca	1.8	202.7	-22.0	0	0	0.0	0.0	5	623.0	3.17e-08	This study	hargrave 2017-10-17 16:37:12	LT-T-Z:LP-DIR-T	g	118	u	8	273			pmagpy-3.16.0	4.07e-10	8.110000000000001e-10	5.64e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T6	TR036-Ca:LP-DIR-T	TR036-Ca	1.6	203.5	-22.4	0	0	0.0	0.0	6	673.0	3.15e-08	This study	hargrave 2017-10-20 13:23:46	LT-T-Z:LP-DIR-T	g	119	u	8	273			pmagpy-3.16.0	4.05e-10	6.900000000000001e-10	5.19e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T7	TR036-Ca:LP-DIR-T	TR036-Ca	2.5	204.4	-22.0	0	0	0.0	0.0	7	723.0	3.11e-08	This study	hargrave 2017-10-22 16:58:12	LT-T-Z:LP-DIR-T	g	120	u	8	273			pmagpy-3.16.0	6.3e-10	1.2e-09	3.9e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T8	TR036-Ca:LP-DIR-T	TR036-Ca	1.7	201.0	-22.3	0	0	0.0	0.0	8	748.0	3.08e-08	This study	hargrave 2017-10-23 16:58:28	LT-T-Z:LP-DIR-T	g	121	u	8	273			pmagpy-3.16.0	3.71e-10	8.17e-10	3.88e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T9	TR036-Ca:LP-DIR-T	TR036-Ca	1.4	202.7	-22.2	0	0	0.0	0.0	9	773.0	3.06e-08	This study	hargrave 2017-10-24 15:10:16	LT-T-Z:LP-DIR-T	g	122	u	8	273			pmagpy-3.16.0	3.84e-10	6.320000000000001e-10	4.12e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T10	TR036-Ca:LP-DIR-T	TR036-Ca	1.7	203.7	-22.1	0	0	0.0	0.0	10	798.0	3.04e-08	This study	hargrave 2017-10-26 15:24:11	LT-T-Z:LP-DIR-T	g	123	u	8	273			pmagpy-3.16.0	3e-10	7.83e-10	4.79e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T11	TR036-Ca:LP-DIR-T	TR036-Ca	1.9	203.7	-22.4	0	0	0.0	0.0	11	823.0	2.99e-08	This study	hargrave 2017-10-27 12:10:48	LT-T-Z:LP-DIR-T	g	124	u	8	273			pmagpy-3.16.0	2.7999999999999996e-10	9.44e-10	3.76e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T12	TR036-Ca:LP-DIR-T	TR036-Ca	1.3	208.6	-21.9	0	0	0.0	0.0	12	828.0	2.97e-08	This study	hargrave 2017-10-28 14:45:20	LT-T-Z:LP-DIR-T	g	125	u	8	273			pmagpy-3.16.0	2.35e-10	5.820000000000001e-10	3.39e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T13	TR036-Ca:LP-DIR-T	TR036-Ca	2.5	203.7	-22.1	0	0	0.0	0.0	13	833.0	2.87e-08	This study	hargrave 2017-10-31 19:30:39	LT-T-Z:LP-DIR-T	g	126	u	8	273			pmagpy-3.16.0	4.5e-10	1.05e-09	6.12e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T14	TR036-Ca:LP-DIR-T	TR036-Ca	2.2	206.3	-22.3	0	0	0.0	0.0	14	838.0	2.86e-08	This study	hargrave 2017-11-03 20:33:07	LT-T-Z:LP-DIR-T	g	127	u	8	273			pmagpy-3.16.0	2.96e-10	8.92e-10	6.88e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T15	TR036-Ca:LP-DIR-T	TR036-Ca	1.9	203.1	-22.1	0	0	0.0	0.0	15	843.0	2.84e-08	This study	hargrave 2017-11-05 19:58:49	LT-T-Z:LP-DIR-T	g	128	u	8	273			pmagpy-3.16.0	3.66e-10	6.22e-10	7.330000000000001e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T16	TR036-Ca:LP-DIR-T	TR036-Ca	2.0	203.6	-22.5	0	0	0.0	0.0	16	848.0	2.82e-08	This study	hargrave 2017-11-09 16:56:33	LT-T-Z:LP-DIR-T	g	129	u	8	273			pmagpy-3.16.0	3.19e-10	6.98e-10	7.000000000000001e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T17	TR036-Ca:LP-DIR-T	TR036-Ca	2.0	202.7	-22.6	0	0	0.0	0.0	17	853.0	2.81e-08	This study	hargrave 2017-11-14 12:29:55	LT-T-Z:LP-DIR-T	g	130	u	8	273			pmagpy-3.16.0	2.4e-10	6.469999999999999e-10	7.46e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T18	TR036-Ca:LP-DIR-T	TR036-Ca	2.2	203.7	-23.2	0	0	0.0	0.0	18	873.0	2.73e-08	This study	hargrave 2017-11-14 21:30:12	LT-T-Z:LP-DIR-T	g	131	u	8	273			pmagpy-3.16.0	3.06e-10	8.17e-10	7.000000000000001e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T19	TR036-Ca:LP-DIR-T	TR036-Ca	2.6	206.1	-24.1	0	0	0.0	0.0	19	893.0	2.7e-08	This study	hargrave 2017-11-17 20:45:34	LT-T-Z:LP-DIR-T	g	132	u	8	273			pmagpy-3.16.0	3.71e-10	1.17e-09	3.63e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T20	TR036-Ca:LP-DIR-T	TR036-Ca	1.4	205.2	-24.6	0	0	0.0	0.0	20	903.0	2.65e-08	This study	hargrave 2017-11-19 20:18:44	LT-T-Z:LP-DIR-T	g	133	u	8	273			pmagpy-3.16.0	3.63e-10	6e-10	3.26e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T21	TR036-Ca:LP-DIR-T	TR036-Ca	1.5	207.9	-24.6	0	0	0.0	0.0	21	913.0	2.57e-08	This study	hargrave 2017-11-21 19:22:55	LT-T-Z:LP-DIR-T	g	134	u	8	273			pmagpy-3.16.0	3.54e-10	5.99e-10	3.41e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T22	TR036-Ca:LP-DIR-T	TR036-Ca	1.6	207.3	-24.9	0	0	0.0	0.0	22	918.0	2.45e-08	This study	hargrave 2017-11-27 19:03:26	LT-T-Z:LP-DIR-T	g	135	u	8	273			pmagpy-3.16.0	3.95e-10	5.92e-10	3.97e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T23	TR036-Ca:LP-DIR-T	TR036-Ca	1.6	207.6	-27.4	0	0	0.0	0.0	23	923.0	2.3e-08	This study	hargrave 2017-11-28 17:25:44	LT-T-Z:LP-DIR-T	g	136	u	8	273			pmagpy-3.16.0	3.95e-10	4.86e-10	4.66e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T24	TR036-Ca:LP-DIR-T	TR036-Ca	2.9	202.4	-31.0	0	0	0.0	0.0	24	928.0	1.99e-08	This study	hargrave 2017-12-11 14:27:48	LT-T-Z:LP-DIR-T	g	137	u	8	273			pmagpy-3.16.0	4.75e-10	5.59e-10	8.019999999999999e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T25	TR036-Ca:LP-DIR-T	TR036-Ca	2.6	209.7	-19.4	0	0	0.0	0.0	25	933.0	2.51e-08	This study	hargrave 2017-12-12 14:07:15	LT-T-Z:LP-DIR-T	g	138	u	8	273			pmagpy-3.16.0	5.15e-10	9.35e-10	6.38e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T26	TR036-Ca:LP-DIR-T	TR036-Ca	2.8	202.1	-18.1	0	0	0.0	0.0	26	938.0	2.4300000000000003e-08	This study	hargrave 2018-01-08 13:40:05	LT-T-Z:LP-DIR-T	g	139	u	8	273			pmagpy-3.16.0	4.3e-10	8.690000000000002e-10	8.42e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T27	TR036-Ca:LP-DIR-T	TR036-Ca	2.3	214.7	-18.4	0	0	0.0	0.0	27	943.0	2.29e-08	This study	hargrave 2018-01-10 16:47:16	LT-T-Z:LP-DIR-T	g	140	u	8	273			pmagpy-3.16.0	4.68e-10	7.04e-10	7.6e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T28	TR036-Ca:LP-DIR-T	TR036-Ca	2.2	208.5	-20.1	0	0	0.0	0.0	28	945.0	2.32e-08	This study	hargrave 2018-01-11 15:51:09	LT-T-Z:LP-DIR-T	g	141	u	8	273			pmagpy-3.16.0	6.189999999999999e-10	7.359999999999999e-10	5.29e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T29	TR036-Ca:LP-DIR-T	TR036-Ca	3.1	234.9	-25.7	0	0	0.0	0.0	29	947.0	1.43e-08	This study	hargrave 2018-01-12 16:58:04	LT-T-Z:LP-DIR-T	g	142	u	8	273			pmagpy-3.16.0	6.54e-10	3.3500000000000003e-10	7.08e-10	TR036-C	TR036	Luoman2
TR036-Ca:LP-DIR-T30	TR036-Ca:LP-DIR-T	TR036-Ca	5.4	235.3	-26.0	0	0	0.0	0.0	30	949.0	1.63e-08	This study	hargrave 2018-01-17 11:19:08	LT-T-Z:LP-DIR-T	g	143	u	8	273			pmagpy-3.16.0	1.1e-09	6.149999999999999e-10	1.06e-09	TR036-C	TR036	Luoman2
